id,word,definition,audio
2110,púri ,n. the honor of a lady or virginity,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/P/PURI.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1AvUFVSSS5tcDMiLCJpYXQiOjE3NTQ4MzE4NzMsImV4cCI6MjEzMzI2Mzg3M30.YDJoqVNE9A70YEhlxs_qpvVBnbPH0kzYih7Ra26S9FY
2111,púru,"adj. pure, laden with fruit; cf. tal",https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/P/PURU.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1AvUFVSVS5tcDMiLCJpYXQiOjE3NTQ4MzE4NzgsImV4cCI6MjEzMzI2Mzg3OH0.scOCSVkgISkjZ5W-a_Uf52tGcxPWv84KCjgvCzNzBGg
2112,purud,"v. to shorn the hair; see urud, gupit",
2113,puruk,"n. district, or area, an informal division within a barangay; cf. sitio",
2114,purul,n. blunt knife that needs sharpening; cf. taram,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/P/PURUL.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1AvUFVSVUwubXAzIiwiaWF0IjoxNzU0ODMxODg5LCJleHAiOjIxMzMyNjM4ODl9.jMbqD0LvI-Zu-tcUeH2y7aXVSpwRyc9YBGcSrZLY61c
2115,púrus,"adj. pure, no mixture; syn. puru, tal",
2116,púsâ,"n. cat, domesticated cat, house cat; see musang, lamiran",https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/P/PUSA.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1AvUFVTQS5tcDMiLCJpYXQiOjE3NTQ4MzE4OTksImV4cCI6MjEzMzI2Mzg5OX0.wrmlUl-m7ipdk3ye0f_IWNu9OJwbV5mzdEoznb_cKrY
2117,púsad,n. navel; see atyan,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/P/PUSAD.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1AvUFVTQUQubXAzIiwiaWF0IjoxNzU0ODMxOTA5LCJleHAiOjIxMzMyNjM5MDl9.VjKr5Kw9xHVYfWgyDGlE5hKkhgmtAz7lh18gzGHTJ9A
2118,pusán,v. to carry on the shoulder,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/P/PUSAN.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1AvUFVTQU4ubXAzIiwiaWF0IjoxNzU0ODMxOTE5LCJleHAiOjIxMzMyNjM5MTl9.Nn8vJ9YzJ7kApTCAWPDGurwrkqT9SaSGH6HHBQ9ZMTk
2119,pusit,"1. n. squid, octopus; 2. v. to expel something from the body; 3. n. Kapampangan ""squeezed"" rolls",https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/P/PUSIT.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1AvUFVTSVQubXAzIiwiaWF0IjoxNzU0ODMxOTI1LCJleHAiOjIxMzMyNjM5MjV9.PF-AQVFjcavpJABgR0du5-8KSYINmVLINRWoslbcorM
2120,pusitára,n. elopement,
2121,púsû,1. n. the heart; 2. banana blossom; see pusung saging;,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/P/PUSU_1.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1AvUFVTVV8xLm1wMyIsImlhdCI6MTc1NDgzMjA2MCwiZXhwIjoyMTMzMjY0MDYwfQ.-FvJ6tA7z2-4OJjm5eWRns1ot1Zaxl5WS4J-a05ndIg
2122,pusû,n. the belly or groin,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/P/PUSU_2.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1AvUFVTVV8yLm1wMyIsImlhdCI6MTc1NDgzMjA3NywiZXhwIjoyMTMzMjY0MDc3fQ.N8NHAe6j40myMwTYBuAaxLIPDVN2MAxinsTAnmYMlQU
2123,pusuk,"adj. aggressive, rash",
2124,pusung,n. a comical or witty person,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/P/PUSUNG.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1AvUFVTVU5HLm1wMyIsImlhdCI6MTc1NDgzMjA4NSwiZXhwIjoyMTMzMjY0MDg1fQ.Q-ItTy9glppgBkuV1QLpjo5RnfJvP6DvCDtPEe_zGKU
2125,pusung saging,"n. literally ""banana's heart""; it is banana flower bud usually of the ginawuk type.",
2126,púta,"n. a prostitute, lewd woman, whore",
2127,putahi,[Sp] n. dish; course,
2128,putaktî,"n, a kind of vicious bees; see pukyutan, tamumu, akut",
2129,pútat ,"1. n. the young tender leaves of a tree, 2. n. Barringtonia asiatica, sea poison tree",https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/P/PUTAT.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1AvUFVUQVQubXAzIiwiaWF0IjoxNzU0ODMyMDkyLCJleHAiOjIxMzMyNjQwOTJ9.U6jw921t4vQQn-BL2m1Ulvec1EZc2QQIj3_Jgpsghko
2130,putî,"n. whiteness; maputi, white",
2131,putlâ,"n. paleness; maputla, pale; cf. lare",https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/P/PUTLA.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1AvUFVUTEEubXAzIiwiaWF0IjoxNzU0ODMyMDk3LCJleHAiOjIxMzMyNjQwOTd9.rgaVdtjcq02M5Nx95mAWmmMcoEedz0HAvRN62kAi1jk
2132,puto maya,n. rice cake variety; see putu,
2133,putput,"v. to strip of feathers like fowl, to pluck or pull hair from the face or head",https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/P/PUTPUT.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1AvUFVUUFVULm1wMyIsImlhdCI6MTc1NDgzMjEwMywiZXhwIjoyMTMzMjY0MTAzfQ.GVpix_bqPmLaQL7zjxcgSaoS8BdyipiCmZER-AtXvyw
2134,pútris,"intj. drat, see panagkas",
2135,putu kutsinta,"kutsinta n. a little cake made of steamed mixture of sugar, rice, lye",
2136,putu lasun,putung puti n. specifically refers to native ground rice cake,
2137,pútu,"n. a small white cake made of rice flour, steamed & garnished with grated coconut; see kutsinta, putu lasun",
2138,pútung,v. to crown the head; see lawrel,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/P/PUTUNG.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1AvUFVUVU5HLm1wMyIsImlhdCI6MTc1NDgzMjEwOSwiZXhwIjoyMTMzMjY0MTA5fQ.rs8Q5lz5m07h8dS_cSGGg8IdneByLQTqAYLRPpqxlHA
2139,pútuséku,"n. rice flour biscuit; see sanikulas, uraru",
2140,putut,"1. adj. part, cut piece; syn. Kutud; 2. n. short-tailed animal or a person who lost a limb or finger",https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/P/PUTUT.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1AvUFVUVVQubXAzIiwiaWF0IjoxNzU0ODMyMTE5LCJleHAiOjIxMzMyNjQxMTl9.4W2CmflYZM0dInu2QEFoAkwNq2pHI7IlYkGO_5txUuE
2141,púyat,adj. without sleep; see lame,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/P/PUYAT.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1AvUFVZQVQubXAzIiwiaWF0IjoxNzU0ODMyMTI3LCJleHAiOjIxMzMyNjQxMjd9.iHpLwTe8I_sGZZQcUkOPmd0ux4pmXu-6SV3zY9nXd88
2142,pwad,n. the upper leg muscle,
2143,queso de bola,n. [Sp] Edam ball cheese,
2144,quilayin,n. (see kilayin),
2145,quilo kambing,n. goat quilo dish ,
2146,quilo,"quilao, kilo n. kilayin version composed of raw or half-cooked meat",https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/Q/QUILAO.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1EvUVVJTEFPLm1wMyIsImlhdCI6MTc1NDgzMjE0NSwiZXhwIjoyMTMzMjY0MTQ1fQ.KKcDBmSD3kuJTAb6WvDccmrP1vnxGrTSRdb9O8KfV0Y
2147,quisa,"kisa n. cooked rice with lots of corn kernels, peanuts, peas or diced camote as extenders.",https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/Q/QUISA.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1EvUVVJU0EubXAzIiwiaWF0IjoxNzU0ODMyMTU0LCJleHAiOjIxMzMyNjQxNTR9.AG7Pzu8DgEiawQMEwm9gVDZyz4BhniCn4uOAXHbQbUI
2148,Quebiawan,"n. a barangay in the town of City of San Fernando, Pampanga",
2149,Quenabuan,"(now San Isidro) n. a barangay in the town of Santa Ana, Pampanga",
2150,ra,pron. pronoun meaning their (ing pamepe ra),
2151,rádyu,n. [Eng] radio,
2152,ráha,"var. ládya, ládia n. raja, Prehispanic honorific title",
2153,raka,"var. daka pron. you, they-you",
2154,rámbutan,n. a tree with red fruits covered with soft red hair,
2155,Ramos,n. a town in the province of Tarlac,
2156,rámpa,n. ramp,
2157,ránku,var. ránggu n. a position or rank,
2158,rántsu,"n. ranch; syn pisosogan, kural",
2159,ráspa,[Eng] n. cleansing the uterus usually after a miscarriage,
2160,ráyus,[Sp] n. a furrow or trench; syn. yata,
2161,ré,"var. dé pron. they, him, her or it (short for da ya)",
2162,réas,var. réhas n. iron bars in a prison cell ,
2163,rebélde,var. ribéldi n. a rebel,
2164,rebéntador,var. labéntador n. firecracker,
2165,rebosádu,n. fish fillets or prawns dipped in batter and fried,
2166,rebúltu,n. a carved sculpture,
2167,rebwéltu,"n. a breakfast dish of ground meat, sliced ham, onions, garlic, potatoes",
2168,redentór,"n. redeemer, syn. matbus, mikabus",
2169,refórma,var. reporma n. [Sp] a reform,
2170,regálu,var. rigálu n. [Sp] a gift,
2171,régla ,"n. rule, law, order (colloquial expression of menstruation)",
2172,réhas,var. réas n. iron bars in a prison cell,
2173,réina,"var. réyna n. queen, the wife of a king",
2174,rekádu,"[Sp] n. spices; condiments, extra ingredients to enhance flavor of a dish",
2175,reklámu,n. complaint,
2176,rekwérdu,"n. a souvenir, syn panalala",
2177,relihión ,var. reliyun n. [Sp] religion,
2178,relíkia,var. relíkya n. relic,
2179,reliyébo,var. relyébu n. a substitute,
2180,relleno,"var. relyenu, arelyenu, relleno,relyenu n. [Sp] literally stuffed, is a stuffed dish of Philippine influenced by Spanish culinary.",
2181,reló,"var. relos, rilo n. [Sp] watch, clock, timepiece",
2182,relyenung bangus,n. stuffed milkfish,
2183,relyenung manuk,n. stuffed chicken with gravy. See galantinang manuk,
2184,remata,n. foreclosure; forfeited,
2185,remátsi,n. rivet,
2186,remédyu,"var. rimedyu n. remedy, help, repair",
2187,rén,"var. dén, déng pron. these",
2188,rénda,"n. reins of a horse, to restrain",
2189,réni,var. déni pron. variant of deni which means these,
2190,rénta,n. rent; syn. upa,
2191,repíke,n. festive pealing of the bells during fiestas,
2192,repinádu,"refinádu adj. refined, ground fine (sugar); cf. dikulor",
2193,repolyu,n. cabbage,
2194,résa-résa,"n. details, implications; syn. [Eng] detalyi",
2195,reseta,1. n. recipe; 2. n. prescription of medicines; cf. paktura,
2196,resíbu,n. a formal receipt,
2197,respétu ,n. respect; syn. kagalangan,
2198,réta ,var. déta pron. variant of deta meaning those,
2199,retásu,var. ritásu n. remnant of a big piece,
2200,retíru,"n. retreat, refuge, assylum",
2201,retóki,ritoki v. to retouch a detail,
2202,retrátu,"see litrátu; n. a portrait, picture; syn. larawan, kodak",
2203,reyúma,rayuma n. rheumatism,
2204,ribélde,var. rebéldi n. a rebel,
2205,ríma,n. rhyme; see sukad,
2206,rimádu,adj. versified or rhymed,
2207,rímas,"n. breadfruit; see angka, kamansi, antipolu",
2208,rimédyu,"remedyu n. remedy, help, repair",
2209,rin,"adv. at last, finally",
2210,ríng,var. ding pron. these; cf. ing,
2211,ripolyung Baguio,"n. (Sp. Eng.) Baguio cabbage, large variety of cabbage commonly cultivated in the cool plantations of Baguio City",
2212,ritásu ,var. retasu n. remnant of a big piece,
2213,rónda,n. night patrol; see bante,
2214,rondálya,n. a stringed instrument band ,
2215,rosál,n. a bush with dark green leaves and white fragrant flowers (gardenia); see rosas,
2216,rosário ,var. rosaryu n. [Sp) beads of the rosas,
2217,rósas,n. [Sp] roses; cf. rosal ,
2218,rueda,var. rweda [Sp] n. ferris wheel,
2219,rugû ,"var. dugû adv. has many meanings like: please, humbly, merely, etc.",
2220,rúnut,see runut; var. dunut v. to mash,
2221,rúta,n. route itenerary,
2222,rwéda,n. [Sp] wheel; var. [Sp] arweda,
2223,sâ,"adv. implies, supplication",https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/S/SA.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1MvU0EubXAzIiwiaWF0IjoxNzU0ODMyNjM4LCJleHAiOjIxMzMyNjQ2Mzh9.nmQ7Xw0iRPkFfa4aHNo_B1XaF5EAxxywJxfvc8oRuaE
2224,saba,"n. Musa paradisiaca L., common specie of banana; used in cooking pesa, putchero, and barbekyung saging (ripe banana BBQ), and as a whitening agent in cooking sigang when still unripe.",https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/S/SABA.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1MvU0FCQS5tcDMiLCJpYXQiOjE3NTQ4MzI2NjUsImV4cCI6MjEzMzI2NDY2NX0.HnGFYmkVMjVq1szQybf7ARwfjDic4DUfODaLeS8R_Zw
2225,Sábadu,n. Saturday,
2226,sabágal,"n. impediment, barrier; syn. sabagkal",https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/S/SABAGAL.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1MvU0FCQUdBTC5tcDMiLCJpYXQiOjE3NTQ4MzI2NzIsImV4cCI6MjEzMzI2NDY3Mn0.MQYsVgwLpPk0jUaiaz3avMEyffKvcbVXie9MNhBUSKM
2227,sabágkal,n. cause of obstruction; syn. sabákal,
2228,sábak,1. n. banana trunk; 2. v. to fight against the enemy,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/S/SABAC.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1MvU0FCQUMubXAzIiwiaWF0IjoxNzU0ODMyNjc5LCJleHAiOjIxMzMyNjQ2Nzl9.HfNvDqVWD3EHcU-Ik2ggKSjK38qE26EtwVxxy2pYGJE
2229,sabalbal,n. loud sounds from a speaker  ,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/S/SABAGAL.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1MvU0FCQUdBTC5tcDMiLCJpYXQiOjE3NTQ4MzI2ODYsImV4cCI6MjEzMzI2NDY4Nn0.ugBOjXpqXI3yP2DtcS9zu_dmTW819U_YXzAJDOvzhKg
2230,sabalo,see balabatuhan,
2231,sabána,[Eng] n. grassland,
2232,sabat,n. obstruction (a bar on a gate locking it); see sabagal,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/S/SABAT.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1MvU0FCQVQubXAzIiwiaWF0IjoxNzU0ODMyNjk1LCJleHAiOjIxMzMyNjQ2OTV9.NeMJOWhF1Ef4N0M7Lkm3kyKP50A_IqlcFDTS1qSUn2c
2233,sabe,1. adv. at the same time; syn. agnan; 2. n. spilled liquid from an overflowed glass,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/S/SABI_1.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1MvU0FCSV8xLm1wMyIsImlhdCI6MTc1NDgzMjcwNCwiZXhwIjoyMTMzMjY0NzA0fQ.t9Lf7cSZzZGxyQBth40EDeptJUQKNOw5qNYn3jyfNIk
2234,sabi,"1. n. a talk, speech, short sermon; 2. v. to splash water",https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/S/SABI_2.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1MvU0FCSV8yLm1wMyIsImlhdCI6MTc1NDgzMjcxMCwiZXhwIjoyMTMzMjY0NzEwfQ.Uoxi0giU2MknO9cXdm6pLjb1GHahz-pQ62HqCakOPYY
2235,sabik,"adj. eager, desire keenly",
2236,sábila,n. aloe vera,
2237,sábit,v. to hang,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/S/SABIT.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1MvU0FCSVQubXAzIiwiaWF0IjoxNzU0ODMyNzE4LCJleHAiOjIxMzMyNjQ3MTh9.ZBy6jkwJhHEU3PAIyQbUceJzQ8xiBv5UKuUWa7x5MIQ
2238,sablâ,"(Skt, sarva) n. everyone, everything, all things; syn. malda",https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/S/SABLA.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1MvU0FCTEEubXAzIiwiaWF0IjoxNzU0ODMyNzI0LCJleHAiOjIxMzMyNjQ3MjR9.qAkzvkCdaaKlk0X7wqOOQiOFOOEsuuuc1xtK5GvIWcg
2239,sable,"v. to hang (clothes over the clothesline); sablayan, clothesline",https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/S/SABLAI.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1MvU0FCTEFJLm1wMyIsImlhdCI6MTc1NDgzMjczMSwiZXhwIjoyMTMzMjY0NzMxfQ.2r9vtpQtewttSsuMVvb_qK6PQQM-bvtU2WAfaBchmnY
2240,sabo abyas,n. rice washing (see piunyaban),
2241,sabo ayang babai,n. a variety of poor man's soup with ayang babai (native spinach) tops,
2242,sabo banging nasi,n. overcooked rice soup,
2243,sabo bulung bonifacio,n. a certain variety of poorman's soup with bonifacio leaves,
2244,sabo hamon,n. broth of boiled ham,
2245,sabo kundul,sabo cundol n. wintermelon's soup,
2246,sabó,"n. soup, broth",https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/S/SABAO.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1MvU0FCQU8ubXAzIiwiaWF0IjoxNzU0ODMyNzQwLCJleHAiOjIxMzMyNjQ3NDB9.pZTAd9laNmCZox-q02ErsdCZs2iYcwd3bpgicCBr6dc
2247,Sabo Tacsyapu na!,n. a version of poorman's soup popular in Porac town,
2248,sabpang,(variant sagpang) v. to bite like a dog,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/S/SABPANG.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1MvU0FCUEFORy5tcDMiLCJpYXQiOjE3NTQ4MzI3NTAsImV4cCI6MjEzMzI2NDc1MH0.XdPGzBrt-faVPnUmBRsxZyjFDx_0OR2X1pvUXokhadY
2249,sabsab,v. to eat without using the hands but eating directly to the mouth; see ngabngab,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/S/SABSAB.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1MvU0FCU0FCLm1wMyIsImlhdCI6MTc1NDgzMjc1NywiZXhwIjoyMTMzMjY0NzU3fQ.nGwKyaHa6iA0Ptkp6fxIEpkt0aaQIMJ0oTraxEIYR1U
2250,sabu,v. to gather in swarms,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/S/SABU.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL1MvU0FCVS5tcDMiLCJpYXQiOjE3NTQ4MzI3NzEsImV4cCI6MjEzMzI2NDc3MX0.CcrXD1PUwDwFrwtKW28TEczsdEXgbbTaJjSXoAG3Wtk
